domain,cohort,main_company_addition,market_scope,storefront_url,domain_created,domain_age_days,domain_age_source,rank_observations,latest_rank,latest_rank_date,rank_freshness_days,rank_source,traffic_basis_visits_model,current_monthly_visits_model,trailing30_visits_model,traffic_confidence,external_panel_minimum,external_panel_maximum,external_public_panels,cvr_low_assumption,cvr_base_assumption,cvr_high_assumption,aov_low_assumption,aov_base_assumption,aov_high_assumption,orders_base_model,gmv_low_model,gmv_base_model,gmv_high_model,commercial_caveat,catalog_coverage,catalog_refresh_mode,catalog_captured_at,catalog_confidence,catalog_extraction_methods,product_count,variant_offer_count,priced_offer_count,price_min,price_median,price_max,currency,reta_product_count,reta_variant_offer_count,visible_stock_records,visible_in_stock_rate,exact_quantity_records,catalog_caveat,ui_overall,ui_visual_polish,ui_mobile_usability,ui_product_clarity,ui_trust_presentation,ui_conversion_ux,ui_performance,ui_access_status,ui_confidence,ui_findings,ui_strongest_lesson,ui_biggest_failure,ui_scored_url,model_boundary
biologixlabsresearch.com,Supplemental case,false,,https://biologixlabsresearch.com/,2025-09-14,317,https://rdap.verisign.com/com/v1/domain/biologixlabsresearch.com,0,,,,https://rank.to/api/?d=biologixlabsresearch.com&n=30,,,,private-signal-only,,,,,,,,247.87,,,,,,"No independent public traffic panel returned a usable domain estimate. A private screen shown to Alex displayed $53,540.86 and 216 orders for one day; that is a strong private signal but not an audited settlement or a stable daily average.",complete_public_woo_api,archived,2026-07-28T01:58:14.057Z,high,WooCommerce Store API | woocommerce_store_api_orphan_variation,72,125,97,17.99,49.99,349.99,USD,2,5,125,0.688,80,"Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,,,,,,,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
peptalabs.com,B,false,,https://peptalabs.com/peptides/retatrutide-20mg,2026-02-07,170,https://rdap.org/domain/peptalabs.com,0,,,,https://rank.to/api/?d=peptalabs.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_sitemap_html,archived,2026-07-28T01:57:24.110Z,medium,Public variant button HTML + JSON-LD | Public product HTML metadata | Product JSON-LD,40,108,108,27.49,145.14,737.84,USD,3,9,105,0.8286,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",9.3,10,10,10,10,7.5,7.5,open-product,high,"Product heading, displayed price, and purchase CTA were visible. | COA, batch, or laboratory-testing proof was visible. | Average observed DOM-ready time was 1104ms; performance scored 7.5/10.",,,https://peptalabs.com/peptides/retatrutide-20mg,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
optides.com,B,false,,https://optides.com/shop/retatrutide,2024-05-24,794,https://rdap.org/domain/optides.com,0,,,,https://rank.to/api/?d=optides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",partial_public_html,archived,2026-07-28T01:57:24.110Z,low,Next.js public RSC product data,37,102,101,5,80,340,USD,1,5,101,1,0,"Prior rendered UI state: age-or-research-gate. Fields came only from the initial anonymous GET response; no gate was accepted and no form data was entered. | No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.7,10,8,6.5,8.5,5,8.8,age-or-research-gate,medium,An uncrossed age or research-eligibility gate covered the first-load product experience. | The gate fit the 390px viewport without horizontal overflow. | The first-load gate retained clear visual hierarchy and branded presentation.,,,https://optides.com/shop/retatrutide,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
hydroresearchpeptides.com,A,false,,https://hydroresearchpeptides.com/,2023-10-23,1008,https://rdap.verisign.com/com/v1/domain/HYDRORESEARCHPEPTIDES.COM,0,,,,https://rank.to/api/?d=hydroresearchpeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_woo_api,archived,2026-07-28T01:57:22.714Z,high,WooCommerce Store API | woocommerce_store_api_orphan_variation,82,93,90,6,97,2550,USD,0,0,93,0.957,11,"Prior rendered UI state: account-required-and-product-blocked. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted. | Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,account-required-and-product-blocked,,The homepage requires account sign-in or creation before product information can be browsed. | The product route was blocked by Cloudflare. | No account was created and no challenge was solved.,"If access must be restricted, explain the requirement before collecting credentials.",The account wall and security block prevent anonymous product evaluation.,https://hydroresearchpeptides.com/product/r40/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
peptara.org,B,false,,https://peptara.org/product/retatrutide,2026-06-20,37,https://rdap.org/domain/peptara.org,0,,,,https://rank.to/api/?d=peptara.org&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",partial_public_html,archived,2026-07-28T01:57:24.110Z,low,Public SSR product payload + JSON-LD | Product JSON-LD,54,92,92,9,99,295,USD,1,8,92,0.9783,0,"Prior rendered UI state: lead-capture-gate. Fields came only from the initial anonymous GET response; no gate was accepted and no form data was entered. | No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",5.5,8.5,7,4.5,4.5,2,7.8,lead-capture-gate,medium,A required email-or-phone entry gate obscured the product UI; no personal data was entered. | The lead-capture gate fit the 390px viewport without horizontal overflow. | Requiring personal data before first catalog access created substantial conversion friction.,,,https://peptara.org/product/retatrutide,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
heartlandbiolabs.com,A,false,,https://heartlandbiolabs.com/product/retatrutide/,2026-03-31,118,https://rdap.verisign.com/com/v1/domain/HEARTLANDBIOLABS.COM,0,,,,https://rank.to/api/?d=heartlandbiolabs.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_woo_api,archived,2026-07-28T01:57:22.714Z,high,WooCommerce Store API,37,91,91,9,79,325,USD,2,4,91,1,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.08,8.5,8.5,8.5,8.5,7,7.5,reachable,,"The homepage turns verification, location, shipping, review volume, and sample COAs into a concise mobile trust story. | The PDP clearly presents product identity, RUO status, HPLC, mass-spec, COA, US-lab, and review signals. | Price and the purchase action sit below the initial mobile viewport and a fixed bottom bar reduces space.","Use the homepage to compress proof, fulfillment, and reputation into one decision frame.",The mobile PDP delays price and action after a large product image.,https://heartlandbiolabs.com/product/retatrutide/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
crushresearch.com,A,false,,https://crushresearch.shop/product/triple-agonist-30mg,2025-09-26,304,https://rdap.verisign.com/com/v1/domain/CRUSHRESEARCH.COM,0,,,,https://rank.to/api/?d=crushresearch.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_sitemap_html,archived,2026-07-28T01:57:22.714Z,medium,Next.js public RSC product data,38,90,86,25,119,599,USD,5,17,90,0.3667,33,"Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.83,8.5,8.5,9.5,9,9,8.5,redirected-to-active-storefront,,"The mobile PDP makes total price, price per mg, pack economics, current stock, COA access, add-to-cart, and buy-now actions immediately legible. | The site exposes batch pages with lab, date, tested vial count, mass, purity, endotoxin result, and COA. | The fixed mobile navigation overlaps part of the pack selector.","Show per-unit economics, current availability, and the exact proof path before asking for the order.",A fixed mobile navigation bar partially covers product options.,https://crushresearch.shop/product/triple-agonist-30mg,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
orbitrexpeptidex.com,B,false,,https://orbitrexpeptidex.com/product/buy-retatrutide-10mg-peptide-online-usa/,2026-05-27,61,https://rdap.org/domain/orbitrexpeptidex.com,0,,,,https://rank.to/api/?d=orbitrexpeptidex.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API,73,89,89,14.99,69.99,270,USD,0,0,89,1,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.3,9.5,9,8.5,10,5.5,7,open-product,high,"COA, batch, or laboratory-testing proof was visible. | The loaded page did not expose a clear Reta/product heading. | Average observed DOM-ready time was 3571ms; performance scored 7/10.",,,https://orbitrexpeptidex.com/product/buy-retatrutide-10mg-peptide-online-usa/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
orionpeptide.com,B,false,,https://orionpeptide.com/product/retatrutide-10mg/,2026-01-13,195,https://rdap.org/domain/orionpeptide.com,0,,,,https://rank.to/api/?d=orionpeptide.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API,86,86,86,5,67.5,328,USD,6,6,86,0.8721,75,"Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.5,7.5,8,9,3,7.5,10,open-product,high,"Product heading, displayed price, and purchase CTA were visible. | Average observed DOM-ready time was 1174ms with a 10/10 performance score. | No COA, batch, or laboratory-testing proof was visible.",,,https://orionpeptide.com/product/retatrutide-10mg/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
biopepstore.com,A,false,,https://biopepstore.com/,2024-06-26,761,https://rdap.verisign.com/com/v1/domain/BIOPEPSTORE.COM,0,,,,https://rank.to/api/?d=biopepstore.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | No machine-readable public price clue captured; AOV remains cohort assumption only,complete_public_woo_api,archived,2026-07-28T01:57:22.714Z,high,WooCommerce Store API,79,79,79,6.99,19,145.99,USD,2,2,79,0.8481,19,"Prior rendered UI state: age-verification-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted. | Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,age-verification-gate,,A long age and research-use confirmation form covers the storefront. | The mobile modal extends well below the initial viewport before any completion action is visible. | The gate was not completed.,Compliance text should be progressive and the action should remain visible.,The mobile gate is too long to scan and obscures its own completion controls.,https://biopepstore.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
northwestpeptides.com,B,false,,https://northwestpeptides.com/product/glp-3/,2025-12-04,235,https://rdap.org/domain/northwestpeptides.com,0,,,,https://rank.to/api/?d=northwestpeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API | woocommerce_store_api_orphan_variation,52,78,77,7.99,69.99,279.99,USD,1,6,78,0.8974,5,"Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.8,10,9,10,8.5,10,1.3,open-product,high,"Product heading, displayed price, and purchase CTA were visible. | COA, batch, or laboratory-testing proof was visible. | Average observed DOM-ready time was 23346ms; performance scored 1.3/10.",,,https://northwestpeptides.com/product/glp-3/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
neb.co,B,false,,https://newbiorx.com/product/retatrutide-multidose-usp-pen-15mg/,2010-07-20,5851,whois://neb.co,0,,,,https://rank.to/api/?d=neb.co&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API,75,75,75,9,45,295,USD,3,3,75,1,0,"Prior rendered UI state: age-or-research-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted. | No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.4,10,8,6.5,10,5.5,3.4,age-or-research-gate,medium,An uncrossed age or research-eligibility gate covered the first-load product experience. | The gate fit the 390px viewport without horizontal overflow. | The first-load gate retained clear visual hierarchy and branded presentation.,,,https://newbiorx.com/product/retatrutide-multidose-usp-pen-15mg/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
biopepusa.com,A,false,,https://biopepusa.com/product/glp-reta/,2026-04-24,94,https://rdap.verisign.com/com/v1/domain/BIOPEPUSA.COM,0,,,,https://rank.to/api/?d=biopepusa.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_woo_api,archived,2026-07-28T01:57:22.714Z,high,WooCommerce Store API,27,71,71,14.99,189.99,1999,USD,1,6,71,1,71,"Prior rendered UI state: age-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted. | Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,age-gate,,Homepage and PDP are covered by a 21-plus entry gate. | The mobile PDP can be seen behind the overlay but was not treated as an accessible state. | The entry action was not used.,A short gate with separate enter and exit choices is easier to understand than a legal wall.,The product cannot be fairly scored without affirming the gate.,https://biopepusa.com/product/glp-reta/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
nextechlaboratories.com,B,false,,https://nextechlaboratories.com/,2024-08-16,710,https://rdap.org/domain/nextechlaboratories.com,0,,,,https://rank.to/api/?d=nextechlaboratories.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API,70,70,70,8.99,90,2374.05,USD,0,0,70,0.9857,0,"Prior rendered UI state: age-or-research-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted. | No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",5.8,8,8,4,5.5,5.5,2.7,age-or-research-gate,medium,An uncrossed age or research-eligibility gate covered the first-load product experience. | The gate fit the 390px viewport without horizontal overflow. | The first-load gate retained clear visual hierarchy and branded presentation.,,,https://nextechlaboratories.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
luxaralabs.com,B,false,,https://luxaralabs.com/product/retatrutide/,2025-10-01,299,https://rdap.org/domain/luxaralabs.com,0,,,,https://rank.to/api/?d=luxaralabs.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API,48,67,67,8,71.25,337.5,USD,1,5,67,0.9851,0,"Prior rendered UI state: age-or-research-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted. | No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7,10,8,6.5,7,5.5,3,age-or-research-gate,medium,An uncrossed age or research-eligibility gate covered the first-load product experience. | The gate fit the 390px viewport without horizontal overflow. | The first-load gate retained clear visual hierarchy and branded presentation.,,,https://luxaralabs.com/product/retatrutide/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
nurevpeptides.com,B,false,,https://nurevpeptides.com/product/glp-3-rt-30mg-retatrutride/,2025-12-03,236,https://rdap.org/domain/nurevpeptides.com,0,,,,https://rank.to/api/?d=nurevpeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API | woocommerce_store_api_orphan_variation,44,66,65,8.99,55,269,USD,2,5,66,0.9394,34,"Prior rendered UI state: age-or-research-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted. | Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.2,10,8,6.5,8,5.5,3.5,age-or-research-gate,medium,An uncrossed age or research-eligibility gate covered the first-load product experience. | The gate fit the 390px viewport without horizontal overflow. | The first-load gate retained clear visual hierarchy and branded presentation.,,,https://nurevpeptides.com/product/glp-3-rt-30mg-retatrutride/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
riptidewellness.com,C,false,,https://riptidewellness.com/,2014-04-08,4492,https://rdap.verisign.com/com/v1/domain/riptidewellness.com,0,,,,https://rank.to/api/?d=riptidewellness.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:53:31.092Z,high,woocommerce_store_api_variation_collection | woocommerce_store_api_orphan_variation | woocommerce_store_api_product,52,64,62,10,79.04,2594.02,USD,5,8,64,0.7188,44,"Public Store API reported 52 catalog products; 52 unique parent products were captured. 1 additional public variation records were not referenced by a current public parent; they are retained at medium confidence and explicitly marked as possibly stale/orphaned. 2 rows expose nonpositive public price values and are retained as explicit unpriced/sentinel catalog records. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.5,9,9,6.5,7.5,8.5,2.5,storefront-fallback,medium,"The public storefront loaded, but the screenshot did not expose a direct Reta product path. | Testing, review, purity, or shipping trust cues were visible in the captured viewport. | Average screenshot-capture time was 11393ms; the documented performance proxy scored 2.5/10.",,,https://riptidewellness.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
wholesalepeptide.com,C,false,,https://wholesalepeptide.com/,2024-02-05,902,https://rdap.verisign.com/com/v1/domain/wholesalepeptide.com,0,,,,https://rank.to/api/?d=wholesalepeptide.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,public_product_html_woocommerce,64,64,64,14.99,48.99,389.99,USD,2,2,63,1,7,"64 product URLs were enumerated from the public product sitemap; 64 product pages and 64 product/variant rows were captured. 0 pages failed or lacked a parseable public product payload. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",5.2,7.5,7,4,5,2,7,account-gate,medium,Account creation or sign-in blocked the public product experience; the gate was not crossed. | The account gate fit the 390px viewport without obvious horizontal overflow. | Hidden product content was excluded from product-clarity and conversion scoring.,,,https://wholesalepeptide.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
mytidelab.com,B,false,,https://mytidelab.com/products/retatrutide,2026-02-22,155,https://rdap.org/domain/mytidelab.com,0,,,,https://rank.to/api/?d=mytidelab.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API | woocommerce_store_api_orphan_variation,33,62,55,17.99,89.99,227.48,USD,2,4,62,0.629,30,"Prior rendered UI state: age-or-research-gate. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted. | Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.7,10,8,6.5,9,5.5,7,age-or-research-gate,medium,An uncrossed age or research-eligibility gate covered the first-load product experience. | The gate fit the 390px viewport without horizontal overflow. | The first-load gate retained clear visual hierarchy and branded presentation.,,,https://mytidelab.com/products/retatrutide,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
lyvpeptides.com,B,false,,https://www.lyvpeptides.com/product/glp-3-retatrutide-12mg/,2025-07-07,385,https://rdap.org/domain/lyvpeptides.com,0,,,,https://rank.to/api/?d=lyvpeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API,60,60,59,3,96.99,2997,USD,1,1,60,0.9,8,"Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.7,10,9,9.5,6.5,9.5,5.7,open-product,high,"Product heading, displayed price, and purchase CTA were visible. | COA, batch, or laboratory-testing proof was visible. | Average observed DOM-ready time was 2763ms; performance scored 5.7/10.",,,https://www.lyvpeptides.com/product/glp-3-retatrutide-12mg/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
bulkglp.com,A,false,,https://bulkglp.com/product/retatrutide-ly3437943-glp1r-glp3/,2025-05-14,439,https://rdap.verisign.com/com/v1/domain/BULKGLP.COM,0,,,,https://rank.to/api/?d=bulkglp.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_woo_api,archived,2026-07-28T01:57:22.714Z,high,WooCommerce Store API,43,59,51,30,140,5250,USD,2,16,59,0.9153,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.33,8,4,9,9.5,6,7.5,reachable-mobile-overflow,,"The PDP exposes actual mass, purity, lot, endotoxin, microbial, and fentanyl results by strength. | Official COA actions are adjacent to the quality table. | The mobile PDP overflows horizontally and a floating cart covers the price area.","Translate every lab report into an immediate, strength-specific proof summary.",Horizontal overflow and floating controls damage an otherwise strong mobile product page.,https://bulkglp.com/product/retatrutide-ly3437943-glp1r-glp3/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
thepeplabs.com,C,false,,https://thepeplabs.com/,2026-03-18,130,https://rdap.verisign.com/com/v1/domain/thepeplabs.com,0,,,,https://rank.to/api/?d=thepeplabs.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,public_inline_catalog_variant,31,57,57,29.99,69.99,239.99,USD,1,3,57,0.6316,50,"31 public non-test products and 57 current-or-archived public variants parsed from window.__PEPLABS_CATALOG__. Archived variants are retained and labeled. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",6.6,8.5,8,5,7,4.5,7,age-or-research-gate,medium,An uncrossed age or research-eligibility gate covered the first-load product experience. | The gate fit the 390px viewport with a readable decision path. | Hidden product content was excluded from product-clarity and conversion scoring.,,,https://thepeplabs.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
rivnpeptides.com,C,false,,https://rivnpeptides.com/,2026-01-21,186,https://rdap.verisign.com/com/v1/domain/rivnpeptides.com,0,,,,https://rank.to/api/?d=rivnpeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,woocommerce_store_api_product | woocommerce_store_api_variation_collection,42,54,52,1.99,52.49,259.99,USD,1,4,54,1,51,"Public Store API reported 42 catalog products; 42 unique parent products were captured. 2 rows expose nonpositive public price values and are retained as explicit unpriced/sentinel catalog records. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.7,8.5,9,6.5,9,8.5,2.5,storefront-fallback,medium,"The public storefront loaded, but the screenshot did not expose a direct Reta product path. | Testing, review, purity, or shipping trust cues were visible in the captured viewport. | Average screenshot-capture time was 11902ms; the documented performance proxy scored 2.5/10.",,,https://rivnpeptides.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
